HHID,State,District,Service_Exp,OutOfHome_Exp,Welfare_Benefit_Score,Welfare_Intensity_Index,Welfare_Dependency_Ratio,Ration_Support_Total,Ration_Card_Type
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
29367_1,Gujarat,Surat,540.0,21312.0,6,6.0,5.907308423526446e-06,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,0
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,6,6.0,1.0943293676052972e-05,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,3
25142_3,Gujarat,Ahmadabad,0.0,6883.0,5,5.0,9.119411396710813e-06,0.0,3
23096_6,West Bengal,Hugli,60.0,4160.0,5,7.0,0.0001992258652094,2.0,4
46880_15,Rajasthan,Bhilwara,790.0,1874.0,5,6.0,8.270956536123402e-05,1.0,3
45848_14,Mizoram,Aizawl,720.0,2915.0,5,6.0,0.0001037703216879,1.0,9
45582_16,Arunachal Pradesh,Lohit,980.0,3094.0,6,7.0,9.963845474990749e-05,1.0,3
26435_15,Haryana,Sonipat,1090.0,3004.0,5,5.0,2.882891193920559e-05,0.0,2
44552_7,Odisha,Puri,336.0,2298.0,5,6.0,0.0001349345567399,1.0,4
27778_5,Uttar Pradesh,Kannauj,410.0,3683.0,5,7.0,5.386148365303971e-05,2.0,4
45835_1,Mizoram,Mamit,500.0,4006.0,5,6.0,0.0001088336658806,1.0,2
25577_11,Jharkhand,Dhanbad,0.0,4192.0,6,8.0,2.3240545455601843e-05,2.0,4
22961_13,Telangana,Unknown,0.0,230.0,6,6.0,0.0001142922452711,0.0,9
44915_13,Odisha,Kendrapara,192.0,1960.0,5,6.0,0.0001297858533419,1.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,3
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
46793_2,Himachal Pradesh,Sirmaur,580.0,3106.0,4,8.0,4.0824658093488464e-05,4.0,4
49572_2,Assam,Morigaon,890.0,2478.0,5,6.0,9.182174338883449e-05,1.0,2
24524_18,Karnataka,Bangalore,100.0,2126.0,6,6.0,6.604947105381931e-05,0.0,0
46562_7,Punjab,Patiala,0.0,5494.0,5,6.0,8.61994655633135e-05,1.0,5
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
47410_2,Uttar Pradesh,Basti,868.0,7976.0,6,6.0,3.460008073352171e-05,0.0,0
23496_8,Meghalaya,Jaintia Hills,240.0,3342.0,5,5.0,5.129836153033272e-05,0.0,0
40862_9,Tamil Nadu,Vellore,0.0,1826.0,4,7.0,0.000117960297934,3.0,4
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
24573_6,Karnataka,Bangalore,140.0,4678.0,5,5.0,3.574058056999078e-05,0.0,0
27885_11,Bihar,Katihar,0.0,2260.0,5,5.0,0.0001709051134809,0.0,0
46552_4,Punjab,Sangrur,240.0,2928.0,5,5.0,0.0002108636977058,0.0,0
22341_17,Puducherry,Puducherry,396.0,1867.0,6,6.0,0.0001013137009894,0.0,2
29299_9,Maharashtra,Thane,1240.0,5164.0,6,6.0,4.454805993198996e-05,0.0,3
29584_13,Maharashtra,Latur,130.0,2944.0,4,6.0,6.438942725604456e-05,2.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,4
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,6.0,1.1903675458192308e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,8.0,1.5871567277589745e-05,3.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,3,7.0,1.3887621367891024e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,9
40900_1,Tamil Nadu,Krishnagiri,0.0,6188.0,5,9.0,1.7855513187288462e-05,4.0,9
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,6,6.0,4.5856834961250974e-05,0.0,0
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,6,6.0,4.5856834961250974e-05,0.0,0
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,5,5.0,3.821402913437581e-05,0.0,0
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,5,5.0,3.821402913437581e-05,0.0,0
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,6,6.0,4.5856834961250974e-05,0.0,0
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,6,6.0,4.5856834961250974e-05,0.0,0
47283_2,Uttar Pradesh,Gorakhpur,350.0,4707.0,5,5.0,3.821402913437581e-05,0.0,0
