HHID,State,District,Service_Exp,OutOfHome_Exp,Welfare_Benefit_Score,Welfare_Intensity_Index,Welfare_Dependency_Ratio,Ration_Support_Total,Ration_Card_Type
47571_13,Uttar Pradesh,Kannauj,140.0,792.0,6,8.0,0.0007365126127784,2.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,5.0,5.940711697261332e-05,0.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,5.0,5.940711697261332e-05,0.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,6.0,7.128854036713598e-05,0.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,6.0,7.128854036713598e-05,0.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,7.0,8.316996376165864e-05,2.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,7.0,8.316996376165864e-05,2.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,8.0,9.505138715618132e-05,2.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,8.0,9.505138715618132e-05,2.0,0
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,5.0,5.940711697261332e-05,0.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,5.0,5.940711697261332e-05,0.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,6.0,7.128854036713598e-05,0.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,6.0,7.128854036713598e-05,0.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,7.0,8.316996376165864e-05,2.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,5,7.0,8.316996376165864e-05,2.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,8.0,9.505138715618132e-05,2.0,4
43757_5,Uttar Pradesh,Unnao,200.0,5355.0,6,8.0,9.505138715618132e-05,2.0,4
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
48055_2,Karnataka,Hassan,1646.0,5751.0,4,5.0,5.813547892007534e-05,1.0,2
46701_4,Himachal Pradesh,Mandi,620.0,4204.0,4,8.0,0.0001199004825994,4.0,3
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,4,5.0,4.342577232736084e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
44483_2,Odisha,Balangir,1090.0,4115.0,5,6.0,5.211092679283301e-05,1.0,4
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,3
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,5.0,1.4183230315803804e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,4.0,1.1346584252643044e-05,0.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,5,7.0,1.985652244212533e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,2
25068_1,Madhya Pradesh,Dewas,130.0,5991.0,4,6.0,1.7019876378964567e-05,2.0,2
49814_7,West Bengal,Northtwentyfourparganas,338.0,4057.0,4,5.0,2.933738580422576e-05,1.0,9
46640_2,Jammu & Kashmir,Kishtwar,700.0,2926.0,5,7.0,4.330182609986638e-05,2.0,2
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
24563_4,Karnataka,Bangalore,1190.0,7256.0,6,6.0,1.1664800298618888e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,6,6.0,1.0197144799456152e-05,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
25329_1,Jharkhand,Purbi Singhbhum,240.0,15126.0,5,5.0,8.49762066621346e-06,0.0,0
43862_12,Bihar,Pashchim Champaran,516.0,1676.0,6,6.0,0.0002277644915157,0.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,4
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,6.0,3.376933294310993e-05,1.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,0
46336_2,Punjab,Shahid Bhagat,0.0,6976.0,5,5.0,2.8141110785924942e-05,0.0,0
42574_7,Madhya Pradesh,Seoni,178.0,1788.0,5,5.0,0.0001230557196298,0.0,0
29520_12,Maharashtra,Nanded,0.0,2864.0,5,5.0,6.644694875611312e-05,0.0,0
24504_10,Karnataka,Udupi,620.0,2937.0,5,6.0,0.0001354218390285,1.0,2
26236_9,Delhi,East,3280.0,3870.0,6,6.0,1.4454940337233758e-05,0.0,0
40444_5,Tamil Nadu,Ariyalur,120.0,1572.0,6,9.0,0.0003165892781764,3.0,4
27065_16,Bihar,Patna,50.0,2500.0,6,7.0,0.0001762158896385,1.0,4
26388_9,Punjab,Sahibzada Ajit Singh Nagar,0.0,1220.0,6,6.0,0.0001174582044555,0.0,0
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
43147_1,Bihar,Rohtas,450.0,4778.0,6,7.0,2.6041957313511683e-05,1.0,5
