HHID,State,District,Energy_Source_Cooking,Energy_Source_Lighting,Fuel_Exp,Energy_Modernization_Index
47571_13,Uttar Pradesh,Kannauj,4,1,120.0,5
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
43757_5,Uttar Pradesh,Unnao,2,1,1000.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
48055_2,Karnataka,Hassan,2,1,3160.0,3
46701_4,Himachal Pradesh,Mandi,1,1,120.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
44483_2,Odisha,Balangir,1,1,700.0,2
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
25068_1,Madhya Pradesh,Dewas,2,1,646.0,3
49814_7,West Bengal,Northtwentyfourparganas,2,1,940.0,3
46640_2,Jammu & Kashmir,Kishtwar,1,1,1838.0,2
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
24563_4,Karnataka,Bangalore,2,1,2910.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
25329_1,Jharkhand,Purbi Singhbhum,2,1,1030.0,3
43862_12,Bihar,Pashchim Champaran,1,1,490.0,2
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
46336_2,Punjab,Shahid Bhagat,2,1,1820.0,3
42574_7,Madhya Pradesh,Seoni,2,1,280.0,3
29520_12,Maharashtra,Nanded,2,1,810.0,3
24504_10,Karnataka,Udupi,2,1,1040.0,3
26236_9,Delhi,East,2,1,1730.0,3
40444_5,Tamil Nadu,Ariyalur,2,1,220.0,3
27065_16,Bihar,Patna,4,1,370.0,5
26388_9,Punjab,Sahibzada Ajit Singh Nagar,2,1,0.0,3
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
43147_1,Bihar,Rohtas,4,1,3860.0,5
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
42390_6,Madhya Pradesh,Anuppur,1,1,840.0,2
27283_9,Uttar Pradesh,Kanpur Nagar,2,1,536.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
29633_1,Gujarat,Bhavnagar,2,1,3940.0,3
47011_11,Uttar Pradesh,Bareilly,1,1,90.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
47926_2,Uttar Pradesh,Pratapgarh,1,1,906.0,2
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
29032_6,Maharashtra,Amravati,2,1,344.0,3
43883_14,Bihar,Purnia,9,1,240.0,10
40158_7,Andaman & Nicobar Islands,South Andaman,2,1,860.0,3
42440_11,Gujarat,Mahesana,1,1,580.0,2
23651_6,Arunachal Pradesh,Papum Pare,2,1,490.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
29647_1,Gujarat,Unknown,2,1,2690.0,3
26311_2,Punjab,Ludhiana,2,1,350.0,3
42997_6,Gujarat,Unknown,2,1,1500.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
27084_1,Bihar,Bhagalpur,2,1,1514.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
23291_4,Assam,Kamrup Metropolitan,2,1,1100.0,3
24267_8,Lakshadweep,Lakshadweep,2,1,202.0,3
